show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s7233;Movie;Krish Trish and Baltiboy: Part II;Unknown;2017-09-08;2010;Older Kids;Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon.;58;Minutes
s7234;Movie;Krish Trish and Baltiboy: The Greatest Trick;Munjal Shroff, Tilak Shetty;2017-09-08;2013;Older Kids;The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything.;60;Minutes
s7235;Movie;Krisha;Trey Edward Shults;2018-11-07;2015;Adults;After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event.;81;Minutes
s7236;TV Show;Krishna Balram;Unknown;2019-07-08;2019;Older Kids;From playing pranks to destroying demons, Lord Krishna and brother Balaram's lives in Vrindavan are action-packed in this mythological series.;1;Seasons
s7237;Movie;Kristy;Oliver Blackburn;2015-10-31;2013;Adults;Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang.;85;Minutes
s7238;Movie;Krystal;William H. Macy;2019-01-01;2017;Adults;A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.;93;Minutes
s7239;Movie;Kuldip Patwal: I Didn't Do It!;Remy Kohli;2019-12-31;2017;Adults;Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.;126;Minutes
s7240;Movie;Kung Fu Hustle;Stephen Chow;2020-04-01;2004;Adults;Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.;99;Minutes
s7241;Movie;Kung Fu Magoo;Andrés Couturier;2018-08-01;2010;Older Kids;Shortsighted curmudgeon Mr. Magoo and his young nephew, Justin, fight such nefarious foes as kung fu villains, robot spiders and teenage mutants.;79;Minutes
s7242;Movie;Kung Fu Panda: Holiday;Tim Johnson;2012-12-01;2010;Older Kids;As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions.;26;Minutes
s7243;Movie;Kung Fu Yoga;Stanley Tong;2017-10-06;2017;Older Kids;Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.;107;Minutes
s7244;Movie;Kuppivala;Suresh Pillai;2018-08-01;2017;Teens;A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.;133;Minutes
s7245;Movie;Kurt & Courtney;Nick Broomfield;2019-01-08;1998;Adults;This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.;95;Minutes
s7246;TV Show;Kurt Seyit & Sura;Unknown;2016-12-26;2014;Teens;A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.;1;Seasons
s7247;Movie;Kurtulus Son Durak;Yusuf Pirhasan;2017-03-10;2012;Adults;When a recently single psychologist moves to a new neighborhood, she finds friendship with women starting to rebel against years of domestic abuse.;100;Minutes
s7248;Movie;Kya Kehna;Kundan Shah;2018-04-01;2000;Older Kids;A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.;149;Minutes
s7249;Movie;Kygo: Live at the Hollywood Bowl;Devin Chanda;2018-03-12;2017;Adults;Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.;52;Minutes
s7250;Movie;Kyun! Ho Gaya Na;Samir Karnik;2018-03-01;2004;Older Kids;Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.;165;Minutes
s7251;Movie;La Última Fiesta;Leandro Mark, Nicolás Silbert;2017-02-01;2016;Adults;Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.;104;Minutes
s7252;Movie;LA 92;Daniel Lindsay, T.J. Martin;2018-03-01;2017;Adults;Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.;114;Minutes
s7253;Movie;La Bamba;Luis Valdez;2020-01-01;1987;Teens;The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.;109;Minutes
s7254;Movie;La Coppia dei Campioni;Giulio Base;2017-02-15;2016;Adults;After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration.;88;Minutes
s7256;TV Show;La Femme;Unknown;2017-10-16;2016;Teens;Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.;1;Seasons
s7257;TV Show;La Piloto;Unknown;2018-04-02;2017;Adults;Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation.;1;Seasons
s7258;TV Show;La Rosa de Guadalupe;Unknown;2019-01-15;2010;Older Kids;This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters.;1;Seasons
s7259;TV Show;La Viuda Negra;Alejandro Lozano;2019-01-15;2016;Teens;Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.;1;Seasons
s7260;Movie;Laal Rang;Syed Ahmad Afzal;2018-03-01;2016;Teens;Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode.;143;Minutes
s7261;Movie;Laddaland;Sopon Sukdapisit;2018-09-07;2011;Adults;When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.;112;Minutes
s7262;Movie;Lady Bloodfight;Chris Nahon;2017-08-05;2016;Adults;An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.;101;Minutes
s7263;Movie;Lady in the Water;M. Night Shyamalan;2019-07-01;2006;Teens;When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.;110;Minutes
s7264;Movie;Lady-Like;Unknown;2019-01-18;2018;Adults;After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own.;83;Minutes
s7265;TV Show;Lady, la vendedora de rosas;Unknown;2018-04-01;2015;Teens;This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.;1;Seasons
s7266;Movie;Lalbaug Parel: Zali Mumbai Sonyachi;Mahesh Manjrekar;2018-03-15;2010;Adults;Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.;145;Minutes
s7267;TV Show;Land Girls;Unknown;2017-08-01;2011;Teens;Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII.;3;Seasons
s7268;Movie;Larceny;R. Ellis Frazier;2017-09-15;2017;Teens;An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.;87;Minutes
s7269;TV Show;Last;Unknown;2017-05-22;2015;Teens;When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.;1;Seasons
s7270;Movie;Last Ferry;Jaki Bradley;2020-03-11;2019;Adults;Seeking romance and friendship, a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder.;86;Minutes
s7271;Movie;Last Knights;Kazuaki Kiriya;2019-08-01;2015;Adults;A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.;115;Minutes
s7272;Movie;Last Night;Massy Tadjedin;2019-01-01;2010;Adults;During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances.;93;Minutes
s7273;Movie;Le K Benzema;Damien Piscarel, Florent Bodin;2018-05-01;2017;Teens;After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.;121;Minutes
s7274;Movie;Le serment des Hitler;Emmanuel Amara;2019-05-01;2014;Older Kids;This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.;54;Minutes
s7275;Movie;Leap Year;Anand Tucker;2019-11-15;2010;Older Kids;Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.;100;Minutes
s7276;Movie;LeapFrog: Letter Factory;Roy Allen Smith;2020-04-15;2003;Kids;In this entertaining installment of the wildly popular early-learning series, Professor Quigley, Leap, Lily and Tad arrive at the magical Letter Factory, where jumbles of sounds are miraculously shaped into letters.;37;Minutes
s7277;Movie;LeapFrog: Numberland;Ron Myrick;2020-04-15;2011;Kids;With transport support from their magic car, Axel, the LeapFrog pets make a new friend named Max, who helps them learn counting skills in Numberland.;33;Minutes
s7278;Movie;LeapFrog: Phonics Farm;Ron Myrick;2020-04-15;2011;Kids;Scout takes a magical trip to a farm where an alligator and other friendly critters teach him all about sounding out the letters of the alphabet.;35;Minutes
s7279;Movie;LeapFrog: Sing-along, Read-along;Ron Myrick;2020-04-15;2011;Kids;Using rhythm and rhymes, a funky band and a colorful cast of characters help make reading, sounding out vowels and building words easy and fun!;32;Minutes
s7280;TV Show;Learning Time with Timmy;Unknown;2020-05-15;2018;Kids;Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.;1;Seasons
s7281;Movie;Lechmi;B.N. Shajeer Sha;2018-08-01;2017;Adults;The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.;147;Minutes
s7282;Movie;Left Behind;Vic Armstrong;2018-12-26;2014;Teens;After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.;110;Minutes
s7283;Movie;Legend of the Guardians: The Owls of Ga'Hoole;Zack Snyder;2020-01-01;2010;Older Kids;Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.;97;Minutes
s7284;Movie;Legend of the Naga Pearls;Yang Lei;2018-03-30;2017;Adults;A petty thief teams up with two bickering accomplices to safeguard a powerful relic and save humankind from a tribe of vengeful, winged humanoids.;108;Minutes
s7285;Movie;Legendary Weapons of China;Chia-Liang Liu;2018-08-16;1982;Teens;Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe.;101;Minutes
s7286;TV Show;Legends of Strength;Unknown;2019-01-18;2017;Older Kids;From a circus entertainer to a grip master, meet the bodybuilding heroes who defied physical limits and redefined the meaning of strength.;1;Seasons
s7287;Movie;Legion;Scott Stewart;2019-11-01;2010;Adults;A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.;100;Minutes
s7288;TV Show;Lego Friends;Unknown;2019-02-01;2017;Kids;As a way to make friends, new girl in town Olivia volunteers to work at the Heartlake City World Petacular with four other girls.;3;Seasons
s7289;TV Show;Lego Friends: Girls on a Mission;Andrew Tan, Stephen Murray;2019-02-01;2018;Kids;Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.;1;Seasons
s7290;Movie;LEGO House - Home of the Brick;Anders Falck, Stinus Morell Vithner;2018-06-15;2018;Kids;In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages.;48;Minutes
s7291;Movie;LEGO Ninjago: Masters of Spinjitzu: Day of the Departed;Unknown;2019-02-01;2016;Older Kids;Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.;44;Minutes
s7292;TV Show;Leo & Tig;Unknown;2018-08-20;2017;Kids;Spunky leopard cub Leo and his loyal tiger pal Tig team up for fun and adventure as they explore the forest and learn about ancient legends.;1;Seasons
s7293;Movie;Leo the Lion;Mario Cambi;2015-12-20;2013;Older Kids;Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him.;78;Minutes
s7294;Movie;Les Bleus - Une autre histoire de France, 1996-2016;Pascal Blanchard, Sonia Dauger, David Dietz;2017-03-15;2016;Adults;This documentary charts 20 years of the French national soccer team, Les Bleus, whose ups and downs have mirrored those of French society.;103;Minutes
